Date,CBOE S&P500 Volatility Index - Close,CBOE S&P100 Volatility Index - Close,CBOE NASDAQ Volatility Index - Close,CBOE DJIA Volatility Index - Close
20170714,9.51,8.64,13.8,9.76
20170717,9.82,8.07,14.5,9.97
20170718,9.89,9.22,13.9,9.88
20170719,9.79,8.89,13.95,9.67
20170720,9.58,9,14.36,9.63
20170721,9.36,7.77,14.36,9.55
20170724,9.43,7.87,14.59,9.63
20170725,9.43,6.32,13.82,9.84
20170726,9.6,7.56,13.89,9.7
20170727,10.11,8.39,15.89,10.14
20170728,10.29,8.26,15.91,10.46
20170731,10.26,8.65,15.87,10.37
20170801,10.09,7.7,14.83,10.05
20170802,10.28,8.2,14.61,10.65
20170803,10.44,8.46,14.69,10.26
20170804,10.03,8.9,14.09,10.33
20170807,9.93,8.55,14.21,10.61
20170808,10.96,9.03,15.23,11.47
20170809,11.11,9.09,15.43,11.57
20170810,16.04,13.86,19.06,15.07
20170811,15.51,12.87,17.77,13.89
20170814,12.33,9.6,15.06,12.04
20170815,12.04,9.46,14.36,11.34
20170816,11.74,9.37,14.22,11.12
20170817,15.55,12.82,18.6,13.93
20170818,14.26,12.91,17.85,13.28
20170821,13.19,11.8,17.37,12.53
20170822,11.35,10.04,15.21,10.9
20170823,12.25,10.9,15.8,11.72
20170824,12.23,11.25,15.97,11.59
20170825,11.28,10.28,15.52,11.19
20170828,11.32,10.05,15.18,11.46
20170829,11.7,9.93,15.98,11.66
20170830,11.22,9.75,15.12,11.58
20170831,10.59,9.26,14.33,11.12
